INDEX,DESCRIPTION,CATEGORY
333,A girl is having a friend who used to be so proud of herself and did not respect her friends and boys liked touching her in front of her fellow but now she is pregnant,"Touching /Groping, Indecent exposure, Sexual Invites, "
334,A girl and a boy has been dating for 2 years and the boy has been insisting to have sex with the girl,"Sexual Invites, "
335,a man in the same village is seducing a girl who is in primary,"Others, "
336,A boy and a girl prefects are in love in the same class and they usually go to the toilet together.,"Others, "
337,A girl was raped with her boyfriend and also got pregnant,"Rape / Sexual Assault, "
338,A girl was touched on the breast by her brother,"Touching /Groping, "
339,A girl was kissed on the breast and lips by a boy,"Touching /Groping, Sexual Invites, "
340,A girl is being seduced by boys in the same school,"Others, "
341,"A fourteen year old was caned on the buttocks by the teacher and she has a problem, and she do not want","Sexual Invites, "
342,The girl was caned on the buttocks by the teacher and she do not want and the teacher insisted till her thighs were exposed,"Sexual Invites, "
343,"A girl was caned on the buttocks by the teacher and pulled up  her uniform in front of her fellow students
   
till her panty was seen","Sexual Invites, "
344,"I had a boyfriend but I refused to have sex with him. One day my mum sent to the shop very early in the morning, I found him with a group of boys they had a machete, they raped me, I contracted a disease, I now smell","Rape / Sexual Assault, "
345,a girl was going to the shop and met some boys  and they started touching her,"Touching /Groping, Sexual Invites, "
346,a man timed a young girl when her mother had left started touching the girl on her private parts but the girl came in and the man ran away,"Touching /Groping, "
347,"two girls were walking from home and met some men on the road late evening, they grabbed one girl and the other one started screaming for help  the girl was taken to hospital by the residents","Sexual Invites, Rape / Sexual Assault, "
348,a girl was kidnapped and another girl saw and reported the matter to the police station,"Rape / Sexual Assault, "
349,when we went for a family trip in blue world waterpark their was one person who was continuous  watching me and then after that when we going home he followed us till the end .,"Stalking, "
350,Faith put on indecently and met some boys when she going to the shop and the boys started touching her on the breast,"Touching /Groping, Indecent exposure, "
351,the girl was from the shop and met avery shaggy man at night and grabbed her to a near by bush and raped the girl and the girl screamed and the man was caught and was arrested,"Rape / Sexual Assault, "
352,"a girl was passing and met some boys on her way home at night, they started touching her on the breast","Touching /Groping, "
353,a girl was raped by some two boys when she was travelling to Nakuru,"Rape / Sexual Assault, "
354,she was sent to the shop and met some boys when she was on her way back and started touching her till she was raped,"Touching /Groping, Rape / Sexual Assault, "
355,a standard six girl is was raped and now is pregnant when she was from school,"Rape / Sexual Assault, "
356,"a girl was sent to the shop by her grandmother to buy milk and met some boys on the way and raped her, the case was reported to the police and the girl was helped","Touching /Groping, Rape / Sexual Assault, "
357,I was followed by 2-3 guys and they were whistling and calling my name and following me everywhere,"Catcalls/Whistles, "
358,I used to go to buy milk every evening around 7:00 and then I noticed a boy was stalking me . I ignored it the first day . second day he was trying to talk to me and touch me and then I tried to run away.But third day he came with his friend and they both caught me and touched me but then I screamed and bite one of them and then the ran away.,"Stalking, Touching /Groping, Indecent exposure, "
359,a girl was raped when she was from the shop  at the corridor and started bleeding on the private parts,"Touching /Groping, Rape / Sexual Assault, "
360,a smart was being called by some boys but she refused to go  but was forced and carried to a near  by bush and was raped,"Catcalls/Whistles, Sexual Invites, Rape / Sexual Assault, "
361,"a girl was passing on the road and met some boys and started touching her breast,she went and told her friends","Touching /Groping, "
362,N was touched on the buttocks when she was from the bathroom with a boy was sitting near the bathroom and started crying,"Touching /Groping, Sexual Invites, "
363,a girl and a boy were dancing and the boy started touching girl on the private parts,"Touching /Groping, "
364,a girl was forced to have sex with three boys when they went for sport,"Touching /Groping, Sexual Invites, "
365,Eucabeth was going to the shop and met a man on the way and he started touching her then sh started screaming,"Touching /Groping, "
366,a girl was grabbed and raped in the bush at there rural home by strangers and left her crying,"Rape / Sexual Assault, "
367,a girl was raped when she was from school and now she is breastfeeding,"Rape / Sexual Assault, "
368,some boys called some two girls when they were from school and they refused and they started abusing them,"Indecent exposure, Sexual Invites, Others, "
369,two girls were walking from school and met some boys at the corner then grabbed one girl and started touching her on the breast and buttocks,"Touching /Groping, "
370,a girl was raped from school when they were with her friend and was advised to go to the hospital with her friend,"Rape / Sexual Assault, "
371,"there is a girl who is living with her and a step brother,one day the brother forced her to have sex with her when the father was not there","Sexual Invites, Rape / Sexual Assault, "
372,some boys attacked a girl when the were at the shop,"Touching /Groping, Sexual Invites, "
373,a girl was raped on the river side when she went to fetch water,"Rape / Sexual Assault, "
374,Mrs M was raped,"Rape / Sexual Assault, "
375,a girl was touched on the breast with a boy who came from nowhere when they were playing,"Touching /Groping, "
376,some men were touching a  girl on her private parts on the road she was in short skirt and small top,"Touching /Groping, Chain Snatching, "
377,"a male teacher told the students to go out when they were being taught n the staffroom an remained with one girl then he started touching heron the privates parts,she reported the teacher and was sent away from school","Touching /Groping, Sexual Invites, "
